seed,baseline_value,aug_value,difference_aug_minus_baseline
5,0.7022653721682848,0.7022653721682848,0.0
12,0.8576051779935275,0.9288025889967637,0.07119741100323618
20,0.9935275080906149,0.49514563106796117,-0.4983818770226537
44,0.8543689320388349,0.8640776699029126,0.009708737864077666
