seed,baseline_value,aug_value,difference_aug_minus_baseline
5,0.9328400682982356,0.9277177006260672,-0.005122367672168449
12,0.93340922026181,0.9077973819009676,-0.025611838360842354
20,0.9282868525896414,0.9243027888446215,-0.003984063745019917
44,0.9089356858281161,0.8326693227091634,-0.07626636311895274
