seed,baseline_value,aug_value,difference_aug_minus_baseline
5,0.7022653721682848,0.9611650485436893,0.25889967637540456
12,0.8576051779935275,0.912621359223301,0.055016181229773475
20,0.9935275080906149,0.9255663430420712,-0.06796116504854366
44,0.8543689320388349,0.9935275080906149,0.13915857605177995
