seed,baseline_value,aug_value,difference_aug_minus_baseline
5,0.7022653721682848,0.6893203883495146,-0.012944983818770184
12,0.8576051779935275,0.9449838187702265,0.08737864077669899
20,0.9935275080906149,0.49514563106796117,-0.4983818770226537
44,0.8543689320388349,0.86084142394822,0.006472491909385147
